RatingID,MovieID,UserID,RatingValue,Comment,RatingDate
960,193,221,9.7,The plot tells a story where love and drama intertwine. Features powerful dialogues and cleverly constructed plot. Elegantly addresses the relationship between nature and humanity. The film takes the audience on a deep adventure.,2020-12-09
961,19,58,5.8,A striking film with strong social messages. Worth watching for its emotional depth and character development. Elegantly addresses the relationship between nature and humanity. The film takes the audience on a deep adventure.,2019-07-17
962,273,120,9.4,Stands out with its original script and captivating storyline. A thrilling production filled with suspenseful moments. Offers a unique interpretation of historical events. Stands out with fast-paced action scenes.,2023-09-05
963,277,210,5.7,Stands out with its original script and captivating storyline. Notable for its color palette and cinematography. A production that will be remembered in cinema history. Interpersonal relationships are impressively portrayed.,2023-11-19
964,142,264,3.7,Elegantly addresses the relationship between nature and humanity. Its mysterious atmosphere captivates the audience. Stands out with excellent music and set design. Stands out with its original script and captivating storyline. Focuses on characters with psychological depth.,2022-05-10
965,190,252,6.7,Successfully reflects local cultural motifs. Its fast pace and surprising ending astonish viewers. Aesthetically and artistically successful film. A story blending fantasy elements with the real world.,2018-05-15
966,57,27,2.3,A story blending fantasy elements with the real world. Elegantly addresses the relationship between nature and humanity. Stands out with excellent music and set design. Focuses on characters with psychological depth. Features powerful dialogues and cleverly constructed plot.,1994-01-27
967,38,71,5.8,Notable for its color palette and cinematography. Features powerful dialogues and cleverly constructed plot. Stands out with excellent music and set design.,1999-11-06
968,42,237,9.3,Enriched with cultural elements and historical references. A must-watch for its gripping script and powerful performances. A thrilling production filled with suspenseful moments. Amazes viewers with its visual effects.,2019-02-28
969,218,255,5.7,Its fast pace and surprising ending astonish viewers. A thrilling production filled with suspenseful moments. Stands out with fast-paced action scenes. Stands out with its original script and captivating storyline. A story blending fantasy elements with the real world.,1984-05-05
970,112,16,5.8,Successfully reflects local cultural motifs. Memorable scenes leave a lasting impact. Focuses on characters with psychological depth. A thrilling production filled with suspenseful moments.,2013-09-16
971,42,296,6.5,Focuses on characters with psychological depth. Stands out with fast-paced action scenes. Enriched with cultural elements and historical references. A must-watch for its gripping script and powerful performances. Elegantly addresses the relationship between nature and humanity.,2021-10-03
972,6,12,8.2,A thrilling production filled with suspenseful moments. Stands out with excellent music and set design. Elegantly addresses the relationship between nature and humanity.,2020-07-19
973,25,190,2.3,Memorable scenes leave a lasting impact. Elegantly addresses the relationship between nature and humanity. Amazes viewers with its visual effects. Worth watching for its emotional depth and character development. Its mysterious atmosphere captivates the audience.,2017-01-29
974,46,161,5.8,Successfully reflects local cultural motifs. A story blending fantasy elements with the real world.,2018-04-09
975,238,7,2.8,The film takes the audience on a deep adventure. A story blending fantasy elements with the real world. A thrilling production filled with suspenseful moments. Elegantly addresses the relationship between nature and humanity. Worth watching for its emotional depth and character development.,1998-07-26
976,300,41,3.2,Elegantly addresses the relationship between nature and humanity. A striking film with strong social messages. A production that will be remembered in cinema history.,1974-12-08
977,69,162,2.1,The plot tells a story where love and drama intertwine. Elegantly addresses the relationship between nature and humanity. Offers a unique interpretation of historical events. Its fast pace and surprising ending astonish viewers. A must-watch for its gripping script and powerful performances.,2016-11-03
978,274,52,5.5,The plot tells a story where love and drama intertwine. A production that will be remembered in cinema history.,2020-05-18
979,168,32,3.7,Amazes viewers with its visual effects. Interpersonal relationships are impressively portrayed. Stands out with fast-paced action scenes. A must-watch for its gripping script and powerful performances. Offers a unique interpretation of historical events.,2023-10-05
980,272,255,4.4,Aesthetically and artistically successful film. Stands out with excellent music and set design. Stands out with fast-paced action scenes. Amazes viewers with its visual effects. Offers a unique interpretation of historical events.,2005-03-23
981,179,261,6.1,Its mysterious atmosphere captivates the audience. Worth watching for its emotional depth and character development. Features powerful dialogues and cleverly constructed plot.,2011-12-21
982,31,4,5.9,Stands out with fast-paced action scenes. Its mysterious atmosphere captivates the audience. Notable for its color palette and cinematography. A production that will be remembered in cinema history. Stands out with excellent music and set design.,2023-09-29
983,127,45,8.7,Worth watching for its emotional depth and character development. Elegantly addresses the relationship between nature and humanity. A striking film with strong social messages. Stands out with its original script and captivating storyline. Its mysterious atmosphere captivates the audience.,2016-12-30
984,178,60,4.4,Interpersonal relationships are impressively portrayed. Centers on childhood memories and family bonds. Features powerful dialogues and cleverly constructed plot.,2001-07-18
985,22,69,9.2,A striking film with strong social messages. Stands out with its original script and captivating storyline. Stands out with excellent music and set design. The film takes the audience on a deep adventure. Focuses on characters with psychological depth.,2015-08-01
986,216,194,1.0,A production that will be remembered in cinema history. Stands out with its original script and captivating storyline. Its fast pace and surprising ending astonish viewers.,2022-03-12
987,43,194,3.3,Stands out with fast-paced action scenes. The plot tells a story where love and drama intertwine. A thrilling production filled with suspenseful moments. Features powerful dialogues and cleverly constructed plot. Offers a unique interpretation of historical events.,2019-09-20
988,237,166,9.0,Focuses on characters with psychological depth. Notable for its color palette and cinematography. A production that will be remembered in cinema history. Memorable scenes leave a lasting impact.,2023-03-27
989,136,22,9.7,Amazes viewers with its visual effects. Centers on childhood memories and family bonds.,2016-09-29
990,287,280,2.2,The film takes the audience on a deep adventure. Enriched with cultural elements and historical references. Aesthetically and artistically successful film.,1990-01-21
991,250,215,4.8,Enriched with cultural elements and historical references. Notable for its color palette and cinematography.,2012-09-04
992,133,139,2.0,Elegantly addresses the relationship between nature and humanity. A must-watch for its gripping script and powerful performances. Amazes viewers with its visual effects.,2019-09-01
993,12,295,6.2,Memorable scenes leave a lasting impact. A striking film with strong social messages.,2017-03-27
994,206,134,7.8,Elegantly addresses the relationship between nature and humanity. Stands out with its original script and captivating storyline.,2023-08-04
995,89,259,7.9,Features powerful dialogues and cleverly constructed plot. Its fast pace and surprising ending astonish viewers. Stands out with excellent music and set design. Successfully reflects local cultural motifs.,2023-01-26
996,139,164,2.0,Successfully reflects local cultural motifs. A must-watch for its gripping script and powerful performances. Focuses on characters with psychological depth.,2016-09-23
997,233,70,2.1,Amazes viewers with its visual effects. The film takes the audience on a deep adventure. Notable for its color palette and cinematography. Memorable scenes leave a lasting impact.,2024-01-17
998,284,287,8.1,Enriched with cultural elements and historical references. Successfully reflects local cultural motifs. A story blending fantasy elements with the real world. The plot tells a story where love and drama intertwine. Amazes viewers with its visual effects.,2011-09-09
999,157,107,7.8,Its fast pace and surprising ending astonish viewers. A striking film with strong social messages.,2022-03-17
1000,106,281,5.0,Its fast pace and surprising ending astonish viewers. Worth watching for its emotional depth and character development. A story blending fantasy elements with the real world. Amazes viewers with its visual effects.,2023-02-27
1001,208,146,5.0,A thrilling production filled with suspenseful moments. Worth watching for its emotional depth and character development. Offers a unique interpretation of historical events. The film takes the audience on a deep adventure.,2013-04-20
1002,7,58,2.7,The film takes the audience on a deep adventure. Stands out with its original script and captivating storyline. Focuses on characters with psychological depth. Aesthetically and artistically successful film. Interpersonal relationships are impressively portrayed.,2018-08-29
1003,69,179,8.1,Enriched with cultural elements and historical references. Stands out with fast-paced action scenes.,2014-12-07
1004,88,120,1.8,A story blending fantasy elements with the real world. Notable for its color palette and cinematography.,2025-02-14
1005,183,231,2.2,Successfully reflects local cultural motifs. Enriched with cultural elements and historical references. Stands out with fast-paced action scenes. The film takes the audience on a deep adventure.,2015-06-08
1006,29,254,6.3,A thrilling production filled with suspenseful moments. Elegantly addresses the relationship between nature and humanity. Amazes viewers with its visual effects. Stands out with its original script and captivating storyline.,2024-11-13
1007,139,191,8.6,The plot tells a story where love and drama intertwine. Features powerful dialogues and cleverly constructed plot.,2011-10-11
1008,248,159,9.6,Aesthetically and artistically successful film. Successfully reflects local cultural motifs. Enriched with cultural elements and historical references.,1978-11-12
1009,279,239,6.3,Aesthetically and artistically successful film. A story blending fantasy elements with the real world. Interpersonal relationships are impressively portrayed. Enriched with cultural elements and historical references. Elegantly addresses the relationship between nature and humanity.,2001-04-06
1010,209,105,2.6,A striking film with strong social messages. A production that will be remembered in cinema history.,1992-06-12
1011,74,95,1.1,Stands out with its original script and captivating storyline. Memorable scenes leave a lasting impact. A thrilling production filled with suspenseful moments.,1999-12-29
1012,56,274,6.6,Amazes viewers with its visual effects. A production that will be remembered in cinema history.,2022-07-31
1013,196,270,1.9,Amazes viewers with its visual effects. The plot tells a story where love and drama intertwine. A striking film with strong social messages. The film takes the audience on a deep adventure. Aesthetically and artistically successful film.,2009-09-21
1014,280,205,7.3,The plot tells a story where love and drama intertwine. Aesthetically and artistically successful film. Successfully reflects local cultural motifs.,2010-04-02
1015,18,17,4.0,Interpersonal relationships are impressively portrayed. Memorable scenes leave a lasting impact. A story blending fantasy elements with the real world.,2019-05-03
1016,70,36,4.2,Focuses on characters with psychological depth. Elegantly addresses the relationship between nature and humanity. The film takes the audience on a deep adventure. A must-watch for its gripping script and powerful performances. Stands out with excellent music and set design.,2025-08-16
1017,244,161,1.5,Worth watching for its emotional depth and character development. Aesthetically and artistically successful film. A must-watch for its gripping script and powerful performances. Elegantly addresses the relationship between nature and humanity. The film takes the audience on a deep adventure.,1986-05-07
1018,14,237,6.5,Amazes viewers with its visual effects. Successfully reflects local cultural motifs.,2012-09-12
1019,18,232,2.4,Amazes viewers with its visual effects. Focuses on characters with psychological depth.,2009-11-07
1020,195,290,7.7,Stands out with fast-paced action scenes. Notable for its color palette and cinematography. Interpersonal relationships are impressively portrayed. A striking film with strong social messages. Aesthetically and artistically successful film.,1989-11-06
1021,96,62,8.2,A must-watch for its gripping script and powerful performances. Offers a unique interpretation of historical events. Successfully reflects local cultural motifs. Enriched with cultural elements and historical references.,1986-02-13
1022,209,58,2.0,Focuses on characters with psychological depth. Stands out with fast-paced action scenes. A striking film with strong social messages.,2020-06-30
1023,4,233,3.8,The plot tells a story where love and drama intertwine. Aesthetically and artistically successful film. Worth watching for its emotional depth and character development. Successfully reflects local cultural motifs. A production that will be remembered in cinema history.,2018-11-17
1024,151,68,4.2,Notable for its color palette and cinematography. Interpersonal relationships are impressively portrayed.,2022-01-12
1025,8,74,2.6,Successfully reflects local cultural motifs. Stands out with fast-paced action scenes. Aesthetically and artistically successful film. A story blending fantasy elements with the real world.,2022-12-03
1026,9,299,3.7,A striking film with strong social messages. Stands out with its original script and captivating storyline. Interpersonal relationships are impressively portrayed. Features powerful dialogues and cleverly constructed plot. The film takes the audience on a deep adventure.,2000-03-07
1027,107,94,6.8,A must-watch for its gripping script and powerful performances. A thrilling production filled with suspenseful moments. Worth watching for its emotional depth and character development. Aesthetically and artistically successful film.,2022-09-20
1028,241,210,6.9,A story blending fantasy elements with the real world. Focuses on characters with psychological depth. The film takes the audience on a deep adventure. Centers on childhood memories and family bonds.,2010-10-09
1029,69,139,8.4,Elegantly addresses the relationship between nature and humanity. Focuses on characters with psychological depth. Its mysterious atmosphere captivates the audience. A thrilling production filled with suspenseful moments.,2016-09-26
1030,196,19,2.0,A must-watch for its gripping script and powerful performances. Focuses on characters with psychological depth.,1982-10-16
1031,298,47,8.2,Successfully reflects local cultural motifs. Offers a unique interpretation of historical events. A production that will be remembered in cinema history. A story blending fantasy elements with the real world. Features powerful dialogues and cleverly constructed plot.,1990-08-29
1032,275,212,5.3,Its fast pace and surprising ending astonish viewers. Centers on childhood memories and family bonds. Memorable scenes leave a lasting impact. Aesthetically and artistically successful film. Amazes viewers with its visual effects.,1996-11-26
1033,238,195,9.2,A production that will be remembered in cinema history. Stands out with excellent music and set design. Enriched with cultural elements and historical references. The film takes the audience on a deep adventure.,1975-04-11
1034,262,119,8.4,Elegantly addresses the relationship between nature and humanity. A thrilling production filled with suspenseful moments.,2017-08-30
1035,293,17,3.6,Stands out with fast-paced action scenes. Memorable scenes leave a lasting impact. A production that will be remembered in cinema history.,2023-07-03
1036,23,26,6.1,Interpersonal relationships are impressively portrayed. Features powerful dialogues and cleverly constructed plot. A story blending fantasy elements with the real world.,2013-03-20
1037,66,102,9.8,Focuses on characters with psychological depth. Enriched with cultural elements and historical references. Its fast pace and surprising ending astonish viewers. Memorable scenes leave a lasting impact.,2006-08-16
1038,139,230,5.5,Worth watching for its emotional depth and character development. Elegantly addresses the relationship between nature and humanity.,2002-10-03
1039,271,211,3.5,Aesthetically and artistically successful film. Offers a unique interpretation of historical events. The film takes the audience on a deep adventure.,2010-04-16
1040,87,34,2.8,Centers on childhood memories and family bonds. A story blending fantasy elements with the real world. Aesthetically and artistically successful film. The film takes the audience on a deep adventure. Its mysterious atmosphere captivates the audience.,2021-12-07
1041,169,1,7.9,The plot tells a story where love and drama intertwine. The film takes the audience on a deep adventure.,2006-05-04
1042,10,281,4.4,A story blending fantasy elements with the real world. Offers a unique interpretation of historical events. Interpersonal relationships are impressively portrayed. Stands out with excellent music and set design.,2023-11-29
1043,123,57,1.0,A thrilling production filled with suspenseful moments. Enriched with cultural elements and historical references.,2025-12-03
1044,61,208,1.0,Interpersonal relationships are impressively portrayed. Elegantly addresses the relationship between nature and humanity.,2025-11-26
1045,78,121,7.2,Stands out with excellent music and set design. A story blending fantasy elements with the real world. Elegantly addresses the relationship between nature and humanity.,2011-02-11
1046,273,296,5.1,Interpersonal relationships are impressively portrayed. The film takes the audience on a deep adventure.,2021-04-20
1047,278,173,5.9,Focuses on characters with psychological depth. Memorable scenes leave a lasting impact.,2002-12-07
1048,246,133,3.2,The film takes the audience on a deep adventure. Features powerful dialogues and cleverly constructed plot.,2008-11-08
1049,264,142,3.0,A thrilling production filled with suspenseful moments. A story blending fantasy elements with the real world. Worth watching for its emotional depth and character development. Stands out with excellent music and set design. Stands out with fast-paced action scenes.,2023-09-03
1050,50,268,3.9,Offers a unique interpretation of historical events. Enriched with cultural elements and historical references. A must-watch for its gripping script and powerful performances. Its fast pace and surprising ending astonish viewers.,2015-11-29
1051,73,294,2.4,Amazes viewers with its visual effects. Notable for its color palette and cinematography.,2021-06-19
1052,134,7,4.3,Successfully reflects local cultural motifs. Worth watching for its emotional depth and character development. Enriched with cultural elements and historical references. Memorable scenes leave a lasting impact.,1985-01-25
1053,211,16,3.9,A production that will be remembered in cinema history. Elegantly addresses the relationship between nature and humanity. Offers a unique interpretation of historical events. Enriched with cultural elements and historical references.,2020-01-06
1054,208,222,2.3,A thrilling production filled with suspenseful moments. The plot tells a story where love and drama intertwine.,2011-10-23
1055,282,71,8.9,Aesthetically and artistically successful film. Offers a unique interpretation of historical events.,2021-12-29
1056,277,47,5.6,Notable for its color palette and cinematography. Worth watching for its emotional depth and character development. Its fast pace and surprising ending astonish viewers.,2024-06-12
1057,229,148,2.3,Aesthetically and artistically successful film. The plot tells a story where love and drama intertwine. Its fast pace and surprising ending astonish viewers. Its mysterious atmosphere captivates the audience. Stands out with fast-paced action scenes.,1993-01-19
1058,255,135,9.1,Worth watching for its emotional depth and character development. Its mysterious atmosphere captivates the audience. Notable for its color palette and cinematography. Amazes viewers with its visual effects. Memorable scenes leave a lasting impact.,2010-02-19
1059,160,82,4.1,The film takes the audience on a deep adventure. A production that will be remembered in cinema history. Stands out with fast-paced action scenes. Stands out with its original script and captivating storyline. Features powerful dialogues and cleverly constructed plot.,2010-12-26
1060,49,287,6.0,A thrilling production filled with suspenseful moments. Focuses on characters with psychological depth. Centers on childhood memories and family bonds. Memorable scenes leave a lasting impact.,2021-10-13
1061,36,91,4.1,A production that will be remembered in cinema history. Centers on childhood memories and family bonds.,2005-05-15
1062,204,59,1.3,Features powerful dialogues and cleverly constructed plot. Stands out with its original script and captivating storyline. Worth watching for its emotional depth and character development. The plot tells a story where love and drama intertwine. Enriched with cultural elements and historical references.,2022-08-17
1063,219,210,1.5,Focuses on characters with psychological depth. Worth watching for its emotional depth and character development. Its fast pace and surprising ending astonish viewers.,2019-04-07
1064,74,235,1.3,Amazes viewers with its visual effects. Aesthetically and artistically successful film. Elegantly addresses the relationship between nature and humanity.,1990-11-20
1065,219,36,1.8,Notable for its color palette and cinematography. Enriched with cultural elements and historical references.,2022-12-08
1066,273,192,5.5,Memorable scenes leave a lasting impact. Successfully reflects local cultural motifs. A must-watch for its gripping script and powerful performances. Worth watching for its emotional depth and character development. A story blending fantasy elements with the real world.,2005-04-05
1067,133,160,7.5,Notable for its color palette and cinematography. Stands out with its original script and captivating storyline. Aesthetically and artistically successful film. Stands out with excellent music and set design.,2013-04-03
1068,215,113,4.4,A thrilling production filled with suspenseful moments. Features powerful dialogues and cleverly constructed plot.,2022-05-13
1069,46,171,1.1,A story blending fantasy elements with the real world. Notable for its color palette and cinematography. Amazes viewers with its visual effects. A production that will be remembered in cinema history. A striking film with strong social messages.,1994-03-24
1070,77,133,4.1,Stands out with fast-paced action scenes. A striking film with strong social messages. Memorable scenes leave a lasting impact. Focuses on characters with psychological depth. Stands out with its original script and captivating storyline.,1998-01-27
1071,84,163,7.7,Stands out with excellent music and set design. Centers on childhood memories and family bonds. Stands out with its original script and captivating storyline.,2001-07-22
1072,202,232,5.6,Offers a unique interpretation of historical events. Interpersonal relationships are impressively portrayed. Its mysterious atmosphere captivates the audience. Aesthetically and artistically successful film. Enriched with cultural elements and historical references.,2010-02-01
1073,40,227,8.7,Its fast pace and surprising ending astonish viewers. Enriched with cultural elements and historical references. Features powerful dialogues and cleverly constructed plot. A production that will be remembered in cinema history. A striking film with strong social messages.,2016-09-02
1074,240,42,2.4,Notable for its color palette and cinematography. Amazes viewers with its visual effects.,2023-11-10
1075,186,8,4.7,Its fast pace and surprising ending astonish viewers. A production that will be remembered in cinema history.,1983-08-22
1076,257,290,9.9,Aesthetically and artistically successful film. Worth watching for its emotional depth and character development. A must-watch for its gripping script and powerful performances.,2020-05-14
1077,140,108,1.5,A story blending fantasy elements with the real world. Successfully reflects local cultural motifs. Interpersonal relationships are impressively portrayed. Focuses on characters with psychological depth. Aesthetically and artistically successful film.,2010-10-19
1078,57,78,4.0,Enriched with cultural elements and historical references. Features powerful dialogues and cleverly constructed plot. A story blending fantasy elements with the real world. Successfully reflects local cultural motifs. Its mysterious atmosphere captivates the audience.,1985-10-17
1079,84,183,6.2,The film takes the audience on a deep adventure. Interpersonal relationships are impressively portrayed. Centers on childhood memories and family bonds.,2008-07-09
1080,142,145,7.9,Centers on childhood memories and family bonds. Offers a unique interpretation of historical events.,1983-11-21
1081,253,101,6.0,Stands out with excellent music and set design. Worth watching for its emotional depth and character development. The film takes the audience on a deep adventure.,2021-02-17
1082,220,120,3.0,Its fast pace and surprising ending astonish viewers. Stands out with its original script and captivating storyline. A story blending fantasy elements with the real world. Stands out with fast-paced action scenes.,2016-11-17
1083,271,265,6.3,Focuses on characters with psychological depth. The film takes the audience on a deep adventure. Interpersonal relationships are impressively portrayed. Enriched with cultural elements and historical references. Successfully reflects local cultural motifs.,2008-06-08
1084,10,178,1.9,The plot tells a story where love and drama intertwine. Stands out with its original script and captivating storyline.,2025-10-01
1085,47,83,3.8,Stands out with fast-paced action scenes. A story blending fantasy elements with the real world. Stands out with its original script and captivating storyline. Worth watching for its emotional depth and character development.,2011-04-17
1086,16,61,1.5,The film takes the audience on a deep adventure. Worth watching for its emotional depth and character development. A striking film with strong social messages. Aesthetically and artistically successful film. A thrilling production filled with suspenseful moments.,2006-01-06
1087,259,198,9.9,Stands out with its original script and captivating storyline. The plot tells a story where love and drama intertwine. Offers a unique interpretation of historical events.,2006-03-10
1088,104,54,5.0,Stands out with fast-paced action scenes. Enriched with cultural elements and historical references.,2015-09-05
1089,17,7,3.7,A thrilling production filled with suspenseful moments. Worth watching for its emotional depth and character development. Successfully reflects local cultural motifs. Offers a unique interpretation of historical events. A striking film with strong social messages.,1991-10-30
1090,51,239,6.9,The plot tells a story where love and drama intertwine. Successfully reflects local cultural motifs. A story blending fantasy elements with the real world. A thrilling production filled with suspenseful moments. Notable for its color palette and cinematography.,2025-07-18
1091,199,80,7.2,A story blending fantasy elements with the real world. Its fast pace and surprising ending astonish viewers.,2021-12-24
1092,133,51,8.6,Its fast pace and surprising ending astonish viewers. A must-watch for its gripping script and powerful performances. Its mysterious atmosphere captivates the audience. The film takes the audience on a deep adventure. Notable for its color palette and cinematography.,2004-07-23
1093,62,40,9.6,Worth watching for its emotional depth and character development. A must-watch for its gripping script and powerful performances. Its fast pace and surprising ending astonish viewers. Stands out with its original script and captivating storyline.,1996-03-29
1094,62,12,9.3,Its fast pace and surprising ending astonish viewers. A story blending fantasy elements with the real world. The film takes the audience on a deep adventure. A striking film with strong social messages. Aesthetically and artistically successful film.,2008-03-13
1095,240,29,3.0,Memorable scenes leave a lasting impact. A thrilling production filled with suspenseful moments.,2025-01-14
1096,219,15,7.2,Successfully reflects local cultural motifs. Features powerful dialogues and cleverly constructed plot.,2025-03-13
1097,241,80,9.0,Enriched with cultural elements and historical references. A striking film with strong social messages. Successfully reflects local cultural motifs. A thrilling production filled with suspenseful moments. Focuses on characters with psychological depth.,2011-11-30
1098,102,249,8.5,Stands out with excellent music and set design. Memorable scenes leave a lasting impact.,2015-03-14
1099,287,55,2.6,Focuses on characters with psychological depth. The film takes the audience on a deep adventure. Centers on childhood memories and family bonds. A story blending fantasy elements with the real world.,1990-04-25
1100,282,188,5.2,The film takes the audience on a deep adventure. Stands out with its original script and captivating storyline.,2022-12-12
1101,132,151,8.2,Amazes viewers with its visual effects. Interpersonal relationships are impressively portrayed. Stands out with its original script and captivating storyline.,1994-06-03
1102,84,63,6.3,Features powerful dialogues and cleverly constructed plot. Centers on childhood memories and family bonds. Successfully reflects local cultural motifs. Interpersonal relationships are impressively portrayed. Focuses on characters with psychological depth.,2014-07-12
1103,181,234,4.6,The film takes the audience on a deep adventure. Interpersonal relationships are impressively portrayed. Stands out with excellent music and set design. Centers on childhood memories and family bonds. Its mysterious atmosphere captivates the audience.,2008-08-23
1104,34,224,7.2,Elegantly addresses the relationship between nature and humanity. Its mysterious atmosphere captivates the audience. Offers a unique interpretation of historical events.,2022-11-25
1105,73,46,1.5,Memorable scenes leave a lasting impact. A production that will be remembered in cinema history.,2021-08-11
1106,75,199,1.0,Amazes viewers with its visual effects. Its mysterious atmosphere captivates the audience.,2006-04-06
1107,24,268,9.0,A production that will be remembered in cinema history. Amazes viewers with its visual effects. Offers a unique interpretation of historical events.,1998-02-24
1108,58,276,6.2,Focuses on characters with psychological depth. A production that will be remembered in cinema history. Its fast pace and surprising ending astonish viewers. Stands out with fast-paced action scenes.,2015-12-25
1109,113,13,3.7,A story blending fantasy elements with the real world. Memorable scenes leave a lasting impact.,1983-06-17
1110,39,8,8.7,Aesthetically and artistically successful film. A thrilling production filled with suspenseful moments.,2005-03-11
1111,189,37,5.3,Successfully reflects local cultural motifs. Offers a unique interpretation of historical events. Focuses on characters with psychological depth. Interpersonal relationships are impressively portrayed.,2000-11-29
1112,149,207,3.1,Worth watching for its emotional depth and character development. A production that will be remembered in cinema history. Focuses on characters with psychological depth. Stands out with fast-paced action scenes.,1992-12-26
1113,48,2,1.2,Successfully reflects local cultural motifs. Enriched with cultural elements and historical references.,2002-03-27
1114,256,216,7.9,A striking film with strong social messages. Its fast pace and surprising ending astonish viewers. Elegantly addresses the relationship between nature and humanity.,2012-08-23
1115,218,63,5.3,A must-watch for its gripping script and powerful performances. A story blending fantasy elements with the real world. Successfully reflects local cultural motifs. A thrilling production filled with suspenseful moments.,1998-09-18
1116,71,280,9.2,A must-watch for its gripping script and powerful performances. A thrilling production filled with suspenseful moments. Aesthetically and artistically successful film. Worth watching for its emotional depth and character development. Elegantly addresses the relationship between nature and humanity.,1984-11-07
1117,191,289,5.6,Its mysterious atmosphere captivates the audience. Enriched with cultural elements and historical references. Aesthetically and artistically successful film. Interpersonal relationships are impressively portrayed.,2015-03-01
1118,24,237,3.0,The film takes the audience on a deep adventure. Aesthetically and artistically successful film. A production that will be remembered in cinema history. Memorable scenes leave a lasting impact. Successfully reflects local cultural motifs.,1989-06-04
1119,190,144,8.0,Aesthetically and artistically successful film. The plot tells a story where love and drama intertwine. Its mysterious atmosphere captivates the audience. Stands out with fast-paced action scenes. Stands out with excellent music and set design.,2020-06-25
1120,53,14,2.8,A thrilling production filled with suspenseful moments. Its mysterious atmosphere captivates the audience. Interpersonal relationships are impressively portrayed. Enriched with cultural elements and historical references. Successfully reflects local cultural motifs.,2008-08-30
1121,247,273,5.3,Amazes viewers with its visual effects. A thrilling production filled with suspenseful moments.,1997-08-16
1122,250,163,9.8,Successfully reflects local cultural motifs. Stands out with its original script and captivating storyline.,2014-11-19
1123,227,152,8.6,Offers a unique interpretation of historical events. Stands out with excellent music and set design. Centers on childhood memories and family bonds. Stands out with its original script and captivating storyline.,2018-10-26
1124,197,26,6.1,Enriched with cultural elements and historical references. Successfully reflects local cultural motifs. Interpersonal relationships are impressively portrayed. Centers on childhood memories and family bonds.,1991-07-15
1125,271,207,9.0,Focuses on characters with psychological depth. Its fast pace and surprising ending astonish viewers. A production that will be remembered in cinema history.,2002-08-13
1126,24,230,4.9,The film takes the audience on a deep adventure. Stands out with excellent music and set design. Notable for its color palette and cinematography.,2012-05-17
1127,194,106,5.3,Offers a unique interpretation of historical events. Amazes viewers with its visual effects.,1990-06-14
1128,174,107,5.3,Its mysterious atmosphere captivates the audience. Features powerful dialogues and cleverly constructed plot. Aesthetically and artistically successful film.,2012-12-19
1129,112,271,7.5,Features powerful dialogues and cleverly constructed plot. The plot tells a story where love and drama intertwine. Memorable scenes leave a lasting impact. Centers on childhood memories and family bonds. Offers a unique interpretation of historical events.,2018-09-03
1130,16,135,9.3,Elegantly addresses the relationship between nature and humanity. Centers on childhood memories and family bonds. Worth watching for its emotional depth and character development. Stands out with its original script and captivating storyline. The plot tells a story where love and drama intertwine.,2016-05-20
1131,172,190,3.3,The film takes the audience on a deep adventure. Centers on childhood memories and family bonds. Its fast pace and surprising ending astonish viewers. Features powerful dialogues and cleverly constructed plot.,1991-02-10
1132,75,243,6.2,A must-watch for its gripping script and powerful performances. Features powerful dialogues and cleverly constructed plot.,2011-12-22
1133,231,220,8.0,Amazes viewers with its visual effects. Centers on childhood memories and family bonds. Notable for its color palette and cinematography. A story blending fantasy elements with the real world.,2019-11-21
1134,165,211,1.5,Its fast pace and surprising ending astonish viewers. Features powerful dialogues and cleverly constructed plot. Stands out with excellent music and set design. A striking film with strong social messages. Offers a unique interpretation of historical events.,2016-03-12
1135,174,177,2.4,Elegantly addresses the relationship between nature and humanity. Offers a unique interpretation of historical events.,1999-11-07
1136,15,124,8.0,Aesthetically and artistically successful film. Stands out with its original script and captivating storyline. A striking film with strong social messages. Amazes viewers with its visual effects.,2024-04-13
1137,207,67,7.6,The plot tells a story where love and drama intertwine. Offers a unique interpretation of historical events. Stands out with its original script and captivating storyline.,2023-07-22
1138,90,76,1.9,Stands out with excellent music and set design. Its mysterious atmosphere captivates the audience.,2024-10-24
1139,251,219,2.1,A thrilling production filled with suspenseful moments. Memorable scenes leave a lasting impact. Stands out with its original script and captivating storyline. The plot tells a story where love and drama intertwine. Successfully reflects local cultural motifs.,2025-05-27
1140,151,81,8.9,A thrilling production filled with suspenseful moments. A production that will be remembered in cinema history. Enriched with cultural elements and historical references. Focuses on characters with psychological depth.,2024-06-17
1141,207,296,3.1,Stands out with its original script and captivating storyline. A thrilling production filled with suspenseful moments. Memorable scenes leave a lasting impact. Elegantly addresses the relationship between nature and humanity.,2024-02-08
1142,5,107,8.7,Stands out with its original script and captivating storyline. The film takes the audience on a deep adventure. A story blending fantasy elements with the real world.,2025-04-12
1143,212,292,1.1,Stands out with its original script and captivating storyline. Centers on childhood memories and family bonds. Interpersonal relationships are impressively portrayed. Enriched with cultural elements and historical references.,2024-04-29
1144,254,40,4.8,Stands out with fast-paced action scenes. Stands out with excellent music and set design.,1995-09-20
1145,238,10,8.3,Interpersonal relationships are impressively portrayed. Amazes viewers with its visual effects.,1989-05-20
1146,229,21,7.2,A production that will be remembered in cinema history. Elegantly addresses the relationship between nature and humanity.,2008-05-12
